# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 20 07:55:24 2021
#
# CONSTRAINT:  where (default_flag =1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
565,GJ 876 e,GJ 876,1,1,4,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,124.26000000,0.334300,,,14.60000,0.04600,Mass,0.055000,,,0,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,,,0.30,0.32,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700,10.1600000,5.0100000,8.8753000,2014-08-27,2010-08,2014-08-27
568,GJ 887 b,GJ 887,1,1,2,Radial Velocity,2020,La Silla Observatory,Published Confirmed,0,<a refstr=JEFFERS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200616372J/abstract target=ref>Jeffers et al. 2020</a>,9.26200000,0.068000,,,4.20000,0.01321,Msini,0.000000,7.95,468,0,<a refstr=JEFFERS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200616372J/abstract target=ref>Jeffers et al. 2020</a>,M1 V,3688.00,0.47,0.49,-0.060,[Fe/H],4.78,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,23h05m52.04s,346.4668274,-35d51m11.0s,-35.8530693,3.2900000,,,,2020-07-02,2020-06,2020-07-09
569,GJ 887 c,GJ 887,1,1,2,Radial Velocity,2020,La Silla Observatory,Published Confirmed,0,<a refstr=JEFFERS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200616372J/abstract target=ref>Jeffers et al. 2020</a>,21.78900000,0.120000,,,7.60000,0.02391,Msini,,2.56,352,0,<a refstr=JEFFERS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200616372J/abstract target=ref>Jeffers et al. 2020</a>,M1 V,3688.00,0.47,0.49,-0.060,[Fe/H],4.78,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,23h05m52.04s,346.4668274,-35d51m11.0s,-35.8530693,3.2900000,,,,2020-07-02,2020-06,2020-07-09
570,GJ 9066 b,GJ 9066,1,1,2,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,241.88300000,0.403000,,,30.90000,0.09722,Msini,0.180000,,,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,M4.5 V,,,0.15,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h00m14.12s,30.0588307,+13d02m39.54s,13.0443172,4.4710000,12.7100000,6.6480000,10.6711000,2020-09-08,2020-08,2020-09-03
571,GJ 9066 c,GJ 9066,1,1,2,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,767.88700000,0.870000,,,71.60000,0.22528,Msini,0.330000,,,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,M4.5 V,,,0.15,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h00m14.12s,30.0588307,+13d02m39.54s,13.0443172,4.4710000,12.7100000,6.6480000,10.6711000,2020-09-08,2020-08,2020-09-03
572,GJ 96 b,GJ 96,1,1,1,Radial Velocity,2018,Haute-Provence Observatory,Published Confirmed,0,<a refstr=HOBSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.103H/abstract target=ref>Hobson et al. 2018</a>,73.94000000,0.291000,,,19.66000,0.06186,Msini,0.440000,,,0,<a refstr=HOBSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.103H/abstract target=ref>Hobson et al. 2018</a>,M2,3785.00,,0.60,0.140,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h22m14.98s,35.5624031,+47d52m48.75s,47.8802075,11.9315000,9.4000000,5.5540000,8.6318600,2018-11-06,2018-10,2018-11-08
575,GJ 9827 b,GJ 9827,1,1,3,Transit,2017,K2,Published Confirmed,0,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,1.20898190,0.018800,1.577,0.141,4.91000,0.01545,Mass,0.000000,,,0,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,,4340.00,0.60,0.61,-0.260,[m/H],4.66,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.6610000,10.3700000,7.1930000,9.8377300,2019-08-23,2019-04,2019-08-29
579,GJ 9827 c,GJ 9827,1,1,3,Transit,2017,K2,Published Confirmed,0,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,3.64809570,0.039250,1.241,0.111,0.84000,0.00264,Mass,0.000000,,,0,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,,4340.00,0.60,0.61,-0.260,[m/H],4.66,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.6610000,10.3700000,7.1930000,9.8377300,2019-08-23,2019-04,2019-08-29
582,GJ 9827 d,GJ 9827,1,1,3,Transit,2017,K2,Published Confirmed,0,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,6.20146980,0.055910,2.022,0.180,4.04000,0.01271,Mass,0.000000,,,0,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,,4340.00,0.60,0.61,-0.260,[m/H],4.66,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.6610000,10.3700000,7.1930000,9.8377300,2019-08-23,2019-04,2019-08-29
584,GQ Lup b,GQ Lup,1,1,1,Imaging,2004,Paranal Observatory,Published Confirmed,0,<a refstr=NEUHAEUSER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A%26A...484..281N/abstract target=ref> Neuh&auml;user et al. 2008 </a>,,100.000000,33.600,3.000,6356.00000,20.00000,Mass,,,2650,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4360.00,1.94,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h49m12.09s,237.3003643,-35d39m05.42s,-35.6515055,151.1690000,11.5930000,7.0960000,11.2608000,2014-05-14,2008-06,2014-05-14
585,GSC 06214-00210 b,GSC 06214-00210,1,1,1,Imaging,2010,Palomar Observatory,Published Confirmed,0,<a refstr=IRELAND_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726..113I/abstract target=ref> Ireland et al. 2011 </a>,,300.000000,,,4258.70000,13.50000,Mass,,,,0,<a refstr=IRELAND_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726..113I/abstract target=ref> Ireland et al. 2011 </a>,M1,,,0.60,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m54.65s,245.4776921,-20d43m09.62s,-20.7193398,108.5000000,12.4160000,9.1520000,11.8633000,2014-05-14,2011-01,2014-05-14
589,GU Psc b,GU Psc,1,1,1,Imaging,2014,Gemini Observatory,Published Confirmed,0,<a refstr=NAUD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787....5N/abstract target=ref> Naud et al. 2014 </a>,,2000.000000,14.179,1.265,3591.30000,11.30000,Mass,,,1050,0,<a refstr=NAUD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787....5N/abstract target=ref> Naud et al. 2014 </a>,M3,,,0.33,0.100,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m35.16s,18.1464850,+17d03m54.01s,17.0650029,47.5501000,14.1460000,9.3450000,12.9656000,2014-05-14,2014-05,2014-05-14
590,Gl 378 b,Gl 378,1,1,1,Radial Velocity,2019,Haute-Provence Observatory,Published Confirmed,0,<a refstr=HOBSON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..18H/abstract target=ref>Hobson et al. 2019</a>,3.82200000,0.039435,,,13.02000,0.04097,Msini,0.109000,,830,0,<a refstr=HOBSON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..18H/abstract target=ref>Hobson et al. 2019</a>,M1,3879.00,0.56,0.56,0.060,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h02m20.77s,150.5865513,+48d04m56.83s,48.0824515,14.9545000,10.0300000,6.1600000,9.2651500,2019-03-01,2019-05,2019-03-05
591,Gl 49 b,Gl 49,1,2,1,Radial Velocity,2019,Multiple Observatories,Published Confirmed,0,<a refstr=PERGER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A.123P/abstract target=ref>Perger et al. 2019</a>,13.85080000,0.090500,,,5.63000,0.01771,Msini,0.363000,,,0,<a refstr=PERGER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A.123P/abstract target=ref>Perger et al. 2019</a>,M1.5 V,3805.00,0.51,0.52,0.130,[Fe/H],4.69,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h02m40.50s,15.6687321,+62d20m43.58s,62.3454386,9.8528000,9.5600000,5.3710000,8.6628200,2019-06-07,2019-04,2019-06-13
594,Gl 686 b,Gl 686,1,1,1,Radial Velocity,2018,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201108867B/abstract target=ref>Burt et al. 2020</a>,15.53000000,0.091000,,,6.62400,0.02084,Msini,0.050000,,,0,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201108867B/abstract target=ref>Burt et al. 2020</a>,,3656.00,0.43,0.43,-0.230,[Fe/H],4.87,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h37m54.36s,264.4764878,+18d35m45.42s,18.5959509,8.1572800,9.6200000,5.5720000,8.7389900,2020-12-10,2021-01,2020-12-17
598,HAT-P-1 b,HAT-P-1,1,2,1,Transit,2006,HATNet,Published Confirmed,0,<a refstr=NIKOLOV_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.437...46N/abstract target=ref>Nikolov et al. 2014</a>,4.46529976,0.055610,14.785,1.319,166.86075,0.52500,Mass,,,1322,0,<a refstr=NIKOLOV_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.437...46N/abstract target=ref>Nikolov et al. 2014</a>,,5980.00,1.17,1.15,0.130,[Fe/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h57m46.89s,344.4453632,+38d40m29.71s,38.6749190,158.9790000,9.8270000,8.8580000,10.1786000,2015-09-08,2014-01,2015-09-10
613,HAT-P-11 b,HAT-P-11,1,1,2,Transit,2008,HATNet,Published Confirmed,0,<a refstr=YEE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..255Y/abstract target=ref>Yee et al. 2018</a>,4.88780244,0.052540,4.360,0.389,23.40000,0.07362,Msini,0.218000,,,0,<a refstr=YEE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..255Y/abstract target=ref>Yee et al. 2018</a>,,4780.00,0.68,0.81,0.310,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m50.44s,297.7101763,+48d04m54.71s,48.0818635,37.7647000,9.4600000,7.0090000,9.1509800,2019-01-28,2018-06,2019-01-31
621,HAT-P-11 c,HAT-P-11,1,1,2,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed,0,<a refstr=YEE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..255Y/abstract target=ref>Yee et al. 2018</a>,3407.00000000,4.130000,,,507.00000,1.59519,Msini,0.601000,,,0,<a refstr=YEE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..255Y/abstract target=ref>Yee et al. 2018</a>,,4780.00,0.68,0.81,0.310,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m50.44s,297.7101763,+48d04m54.71s,48.0818635,37.7647000,9.4600000,7.0090000,9.1509800,2019-01-28,2018-06,2019-01-31
630,HAT-P-12 b,HAT-P-12,1,1,1,Transit,2009,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,3.21305980,0.038400,10.749,0.959,67.05900,0.21100,Mass,0.000000,,963,0,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,K4,4650.00,0.70,0.73,-0.290,[Fe/H],4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h57m33.27s,209.3886452,+43d29m35.92s,43.4933100,142.7510000,12.6650000,10.1080000,12.4197000,2014-05-14,2009-11,2014-05-14
636,HAT-P-13 b,HAT-P-13,1,1,2,Transit,2009,HATNet,Published Confirmed,0,<a refstr=WINN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...718..575W/abstract target=ref> Winn et al. 2010 </a>,2.91625000,,14.258,1.272,270.46200,0.85100,Mass,0.013300,,,1,<a refstr=WINN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...718..575W/abstract target=ref> Winn et al. 2010 </a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m31.77s,129.8823772,+47d21m06.87s,47.3519076,246.8100000,10.4210000,8.9750000,10.4168000,2014-10-15,2010-07,2014-10-15
640,HAT-P-13 c,HAT-P-13,1,1,2,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WINN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...718..575W/abstract target=ref> Winn et al. 2010 </a>,446.27000000,,,,4538.42100,14.28000,Msini,0.661600,,,0,<a refstr=WINN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...718..575W/abstract target=ref> Winn et al. 2010 </a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m31.77s,129.8823772,+47d21m06.87s,47.3519076,246.8100000,10.4210000,8.9750000,10.4168000,2019-01-28,2010-07,2019-01-31
648,HAT-P-14 b,HAT-P-14,1,2,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.62767000,,15.917,1.420,1093.33520,3.44000,Mass,0.110000,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6600.00,1.82,2.65,0.110,[Fe/H],4.25,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h20m27.88s,260.1161719,+38d14m31.81s,38.2421682,222.6630000,9.9880000,8.8510000,9.8728300,2018-04-25,2017-03,2018-04-26
655,HAT-P-15 b,HAT-P-15,1,1,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,10.86350000,,11.882,1.060,616.59020,1.94000,Mass,0.190000,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5568.00,1.07,1.00,0.220,[Fe/H],4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h24m59.55s,66.2481420,+39d27m38.17s,39.4606020,192.5160000,12.4100000,9.6410000,11.7232000,2018-04-25,2017-03,2018-04-26
656,HAT-P-16 b,HAT-P-16,1,3,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=BUCHHAVE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...720.1118B/abstract target=ref> Buchhave et al. 2010 </a>,2.77596000,0.041300,14.448,1.289,1332.60500,4.19300,Mass,0.036000,,1626,0,<a refstr=BUCHHAVE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...720.1118B/abstract target=ref> Buchhave et al. 2010 </a>,F8,6158.00,1.24,1.22,0.170,[Fe/H],4.34,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h38m17.53s,9.5730343,+42d27m47.15s,42.4630961,226.6370000,10.9110000,9.5530010,10.7568000,2014-05-14,2010-09,2014-05-14
664,HAT-P-17 b,HAT-P-17,1,1,2,Transit,2010,HATNet,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,10.33852000,,11.769,1.050,184.34140,0.58000,Mass,0.350000,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5246.00,0.87,0.99,0.000,[Fe/H],4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h38m08.63s,324.5359781,+30d29m17.48s,30.4881882,92.3831000,10.3750000,8.5440000,10.2743000,2018-04-25,2017-03,2018-04-26
669,HAT-P-17 c,HAT-P-17,1,1,2,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=FULTON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...772...80F/abstract target=ref> Fulton et al. 2013 </a>,5584.00000000,5.600000,,,1080.60000,3.40000,Msini,0.390000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5336.96,0.84,0.92,0.051,[M/H],4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h38m08.63s,324.5359781,+30d29m17.48s,30.4881882,92.3831000,10.3750000,8.5440000,10.2743000,2014-05-14,2013-08,2014-05-14
672,HAT-P-18 b,HAT-P-18,1,1,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,5.50802300,0.055900,11.153,0.995,62.61000,0.19700,Mass,0.084000,,852,0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,K2,4803.00,0.75,0.77,0.100,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h05m23.13s,256.3463760,+33d00m44.37s,33.0123251,161.4000000,12.5970000,10.2340000,12.3682000,2014-05-14,2011-01,2014-05-14
678,HAT-P-19 b,HAT-P-19,1,1,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,4.00877800,0.046600,12.689,1.132,92.80200,0.29200,Mass,0.067000,,1010,0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,K1,4990.00,0.82,0.84,0.230,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h38m03.98s,9.5165832,+34d42m41.05s,34.7114025,202.0780000,12.8260000,10.5460000,12.5567000,2014-05-14,2011-01,2014-05-14
682,HAT-P-2 b,HAT-P-2,1,1,1,Transit,2007,HATNet,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,5.63351580,0.068140,,,2739.69460,8.62000,Msini,0.517200,,,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,F8,6380.00,1.39,1.33,0.180,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h20m36.34s,245.1514324,+41d02m52.66s,41.0479601,127.7740000,8.7200000,7.6030000,8.5984200,2018-09-25,2018-11,2018-09-27
695,HAT-P-20 b,HAT-P-20,1,1,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,2.87531700,0.036100,9.718,0.867,2302.89900,7.24600,Mass,0.015000,,970,0,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,K3,4595.00,0.69,0.76,0.350,[Fe/H],4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h27m39.94s,111.9164295,+24d20m10.03s,24.3361185,71.0374000,11.2310000,8.6010000,10.9903000,2014-05-14,2011-12,2014-05-14
